Kalimat Asli,Kalimat Dinormalisasi,Level Kata Kasar,Disamarkan
"USER USER Kecoa cume mlongo nya loe yg suke di got TAI \xf0\x9f\x98\x9c\xf0\x9f\x98\x9c\xf0\x9f\x98\x9c, kyanya kecoa senengnye makan tai mangkanye banyak di septi tank \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",guna guna kecoa cuma mlongo nya kamu yang suka di got tai xfo xgf xgb xgc xfo xgf xgb xgc xfo xgf xgb xgc seperti kecoa senang makan tai makanya banyak di septi tank xfo xgf xgb xbz xfo xgf xgb xbz xfo xgf xgb xbz xfo xgf xgb xbz,1,1
Henry pernah tampil di konser amal untuk masyarakat Cina',henry pernah tampil di konser amal untuk masyarakat cina,0,0
Bajingan punya line',bajing punya line,1,0
"Stadion merupakan saksi bisu pagelaran sepak bola. Di Indonesia, stadion sebagian besar memiliki masjid untuk ibadah umat Islam'",stadion rupa saksi bisu pagelaran sepak bola di indonesia stadion bagi besar milik masjid untuk ibadah umat islam,0,1
RT fnxqI: Fenomena nation branding korea selatan melalui citra girl band terhadap budaya konsumerisme abg menengah mikro kecil kebawah aliâ?¦,rt fnxqi fenomena nation branding korea selatan lalu citra girl band hadap budaya konsumerisme abg tengah mikro kecil ke bawah ali,0,0
"USER Pernah, karena mata gue sipit (dulu engga, mungkin krn minus) gue senyumin saja.'",guna pernah karena mata gue sipit dulu tidak mungkin karena minus gue senyum saja,0,1
Saya SS fitnah anda !,saya screenshoot fitnah anda i,0,1
"USER USER USER Pintar tapi itu tugas utama pemerintah, coba blajar lagi tugas utama dpr'",guna guna guna pintar tapi itu tugas utama perintah coba ajar lagi tugas utama dewan wakil rakyat,0,0
"USER Saya tak ada kepentingan dgn Zakir Naik, Anda boleh menggunakan tulisan saya untuk bertanya ke Z.Naik",guna saya tak ada penting dengan zakir naik anda boleh guna tulis saya untuk tanya ke znaik,0,1
USER JIKA SBY SAYANG AMA RAKYAT GABUNG AJAH BANG AMA KUBU PRABOWO..SAYA UDAH CAPE AMA REZIM INI,guna jika susilo bambang yudhoyono sayang sama rakyat gabung saja bang sama kubu prabowo saya sudah cape sama rezim ini,1,1
USER USER USER Musibah atau berkah DKI punya pimpinan koplak kuadrat ky gini.....tereak2 pribumi....anti aseng.....ujungnya ke aseng lagi aseng lg....pemujanya pd diem krn udh dpt kaplingan surga.....yg ga dukung dia makin hari mkin e,guna guna guna musibah atau berkah daerah khusus ibukota punya pimpin kocak kuadrat ky begini tereakz pribumi anti asing ujung ke asing lagi asing lagi puja pada diam karena sudah dapat kaveling surga yang tidak dukung dia makin hari makin e,1,1
USER\nAda aseng KOPLO pembela si PENISTA AGAMA yg durjana nyuruh org lain ngaji!,guna nada asing koplo bela sih nista agama yang durjana suruh orang lain ngajii,1,1
"~; Yg jelas, klw ada foto2 yg begitu:; #lombaTari; SekolahDasar; #LKS,LombaKeterampilanSiswa; Sekolah Menengah Kejuruan; #Pembeatan, ""adatGorontalo; gadis kecil yg sdh beranjak remaja""; sekitar tahun 2010; #CCU, Cross Cultural Understanding, Universitas. K",yang jelas kalau ada fotoz yang begitu loba tari sekolah dasar lks lomba terampil siswa sekolah tengah juru janji adat gorontalo gadis kecil yang sudah anjak remaja sekitar tahun zoio ccu cross cultural understanding universitas k,0,1
"USER Bersaing copas budaya lain, tapi mempertanyakan budayanya sndri.....",guna saing copy paste budaya lain tapi tanya budaya sendiri,0,1
"Lunatsarsky, pemikir komunis terkenal, berkata, \xe2\x80\x9cSingkirkan cinta jauh-jauh. Apa yang kita perlukan adalah kebencian. Kita harus belajar membenci. Hanya dengan cara itu kita akan menguasai dunia\xe2\x80\x9d.'",lunatsarsky pikir komunis kenal kata xez xbo xgcsingkirkan cinta jauhjauh apa yang kita peluk adalah benci kita harus ajar benci hanya dengan cara itu kita akan kuasa dunia xez xbo xgd,1,1
"USER USER USER USER USER USER USER USER USER USER USER USER km ga up date berita jokowi saat ini tdk bs meneruskan bbrp proyek alias mangkrak, usia pemerintahan msh seumur jag",guna guna guna guna guna guna guna guna guna guna guna guna km tidak up date berita jokowi saat ini tidak bisa terus beberapa proyek alias mangkrak usia perintah masih umur jaga,0,0
Jerawat oh jerawat kamu sungguh keparat.hilang satu tumbuh empat.hilang dijidat tumbuh dipantat',jerawat oh jerawat kamu sungguh keparathilang satu tumbuh empathilang di jidat tumbuh di pantat,1,1
bahasa yang paling susah buat sulli adalah bahasa cina',bahasa yang paling susah buat sulli adalah bahasa cina,0,0
USER Lu setan',guna kamu setan,1,0
Ganyang PKI....!!! URL didepan gedung LBH JAKARTA URL URL,ganyang partai komunis indonesia iii uniform resource locator di depan gedung lebih jakarta uniform resource locator uniform resource locator,3,1
"USER USER penalaran goblok... lulusan mana sih? mengkoreksi kebijakan pemerintah ""siapa tahu bisa lebih baik""... omongan apaan ini? udah deh... akun baru jadi.. baru belajar omong... akun sontoloyo..'",guna guna nalar goblok lulus mana sih koreksi bijak perintah siapa tahu bisa lebih baik omong apa ini sudah deh akun baru jadi baru ajar omong akun sontoloyo,1,1
USER Benerin sinyal dulu cuk !! Udah 2 minggu sinyalmu kaya bangke. BUSUK',guna benar sinyal dulu cuk ih sudah z minggu sinyal kayak bangkai busuk,2,1
USER Ke jamban :)',guna ke jamban,0,0
"USER USER Pake dana bank asing dan Bank"" BUMN berarti dananya dpt ngutang jg. Sblmnya pmrnth sdh punya saham 10% di FI plus rio tinto 40% berarti cuma nambah 1% doank..divestasi akal""an ini.'",guna guna pakai dana bank asing dan bank badan usaha milik negara arti dana dapat utang juga belum perintah sudah punya saham io di fi plus rio tinta ao arti cuma tambah i doang divestasi akal ini,0,1
USER USER Lamun lain jokowi presiden moal angeus 2thn eta bandara faham teu ente tolol dipiara,guna guna lamun lain jokowi presiden enggak angelus zthn eta bandara paham tau kamu tolol pelihara,1,1
USER USER Wakil gubernur 1 tingkalakunya dalam berpakaian kaya anak kecil aja padahal seorang pejabat pemerintahan stres kali ni orang. ???,guna guna wakil gubernur i tingkah laku dalam pakai kayak anak kecil saja padahal orang jabat perintah stres kali nih orang,1,1
"__-__; Pada Sabtu (21/4/2018) pagi, Masyarakat Adat Baduy akan kembali melanjutkan perjalanan menuju Kantor Gubernur Banten di Kawasan Pusat Pemerintahan Provinsi Banten (KP3B) di Curug, Kota Serang. #SebaBaduy2018",pada sabtu zi a zoib pagi masyarakat adat badui akan kembali lanjut jalan tuju kantor gubernur banten di kawasan pusat perintah provinsi banten kpeb di curug kota serang sebabaduyzoib,0,1
USER Barisan banci kamera klo kata ank zaman now mah \xf0\x9f\x98\x80',guna baris banci kamera kalau kata anak zaman now adalah xfo xgf xgb xbo,1,1
"USER USER yang bikin Reklamasi kunjungan anda,yg dapat duit dari para cukong junjungan anda..USER nyetop eh dibilang lanjut..sipit songong!!'",guna guna yang bikin reklamasi kunjung anda yang dapat duit dari para cukong junjung anda guna setop eh bilang lanjut sipit songongii,1,1
Mbak Sylviana please Anda sehat? #DebatFinalPilkadaJKT #perjuanganbelumselesai,mbak sylviana please anda sehat debat final pilih kepala daerah jakarta juang belum selesai,1,0
cunnnn la malaysia bolot abis 5-0 fuhhh',cunnnn lah malaysia bolot habis si o fuhhh,2,1
"USER USER USER USER USER Spirit matamu itu, bibir kalau tipis kyk silit emang bacot aja yg jadi jualan, kerja gak becus\nDKI dibikin amburadul\nKeparat!'",guna guna guna guna guna spirit mata itu bibir kalau tipis kayak silit memang bacot saja yang jadi jual kerja tidak becus daerah khusus ibukota buat amburadul nkeparati,1,1
"Bukan caci maki lagi, 7 juta bahkan 10 juta siap lengserkan jokowi, coba pasti salah jokowi lagi..",bukan caci maki lagi t juta bahkan io juta siap lengser jokowi coba pasti salah jokowi lagi,1,1
RT USER USER Kalau saya sih ga heran antek-antek pki sdh mulai muncul kalau sdh ada rintik-rintik hujan,rt guna guna kalau saya sih tidak heran antekantek partai komunis indonesia sudah mulai muncul kalau sudah ada rintikrintik hujan,2,0
USER USER Anda pengguna twitter yg mendukung hak2 LGBT juga USER \nKaca mana kaca!! Congor harap dijaga',guna guna anda guna twitter yang dukung hakz lgbt juga guna kaca mana kacaii congor harap jaga,1,1
Sinting banget nih orang URL,sinting banget nih orang uniform resource locator,1,0
"haha Anggota DPR palsu.. kasihan segala cara dilakukan.. mulai bubarkan kpk sampe status ""WTP"" ayo jgn pilih yg palsu",haha anggota dewan wakil rakyat palsu kasihan segala cara laku mulai bubar komisi berantas korupsi sampai status wtp ayo jangan pilih yang palsu,1,1
Sok2an memetwit.. Ama cewek sendiri aja takut apalagi ama mba kunti..',sokzan mentwit sama cewek sendiri saja takut apalagi sama mbak kunti,0,1
"USER jangan bikin cacat diri sendiri. roh dalam diri kita ini kalau bisa ngomong mungkin dia bakal bilang ""aku nyesal harus tinggal di dalam diri orang kaya kamu"" hargain diri kamu,'",guna jangan bikin cacat diri sendiri roh dalam diri kita ini kalau bisa bicara mungkin dia bakal bilang aku sesal harus tinggal di dalam diri orang kayak kamu harga diri kamu,0,1
USER Hanya para ulama yg bisa menyejukan bangsa ini,guna hanya para ulama yang bisa sejuk bangsa ini,0,0
"Saking mundurnya, orang kaya kojowi aja bisa jadi presiden. Bener2 kemunduran yg nyata. Betapa masih banyak org bodoh d negeri ini",saking mundur orang kayak jokowi saja bisa jadi presiden benerz mundur yang nyata betapa masih banyak orang bodoh di negeri ini,1,1
USER budek dia',guna budek dia,1,0
Komunis PKI maunya umat Islam ribut terus mereka senang pemerintah anti Islam gaya adu domba dimainkan terus,komunis partai komunis indonesia mau umat islam ribut terus mereka senang perintah anti islam gaya adu domba main terus,2,0
Belum cukuran bulu memek ni',belum cukur bulu memek nih,1,0
RT USER: Perempuan Indonesia yg ber-Burqa atau bercadar harap dimusnahkan saja dr Indonesia pak USER USER USER,rt guna perempuan indonesia yang berburqa atau cadar harap musnah saja dari indonesia pak guna guna guna,3,0
USER itu yg cewe pake kerudung ngapain ya? Setiap kali konfrensi pers ada aja.. Pencitraan Islami kaliiii... Bwahaha..!!,guna itu yang cewek pakai kerudung apa ya tiap kali konferensi pers ada saja citra islami kali haha ih,1,1
perangkat kelurahan menolak berita hoax dan sukseskan pilkada dami di kota kediri:,perangkat lurah tolak berita hoaks dan sukses pilih kepala daerah dami di kota diri,0,0
"USER USER USER USER USER Mmg Rezim saat ini bnyk oknum POLRI yg Arogan,ini Krn Rakyat sgt lemah dan Hukum tumpul keatas dan tajam ke bawah.'",guna guna guna guna guna memang rezim saat ini banyak oknum polisi republik indonesia yang arogan ini karena rakyat sangat lemah dan hukum tumpul ke atas dan tajam ke bawah,0,1
"Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018 ; ð???",warga badui telah selesai ingat tradisi seba di pendopo perintah kabupaten lebak akan lanjut kembali temu dengan gubernur banten wahidin halim hari ini sabtu zi a sebabaduyzoib,0,1
USER Kebijakan pengembalian barang kpd konsumen apabila barang tersebut rusak/cacat terhitung selama 7 hari dari tanggal pembelian #HauzMiniQuiz #HauzID \nCc USER USER USER',guna bijak kembali barang kepada konsumen apabila barang sebut rusak cacat hitung lama t hari dari tanggal beli haus mini quiz hazid ncc guna guna guna,0,1
4. Mantan Anggota Komisi VIII Jazuli Juwaini (pindah ke Komisi II di pertengahan 2013) (kini Ketua Fraksi PKS di DPR)',a mantan anggota komisi viii jazuli juwaini pindah ke komisi ih di tengah zoie kini ketua fraksi partai adil sejahtera di dewan wakil rakyat,0,1
USER LO TUH BABI ANJING. Mampus kalah jatuh miskin deh #bekasisah,guna kamu itu babi anjing mampus kalah jatuh miskin deh bekas sah,1,1
USER antek beye otak separo',guna antek susilo bambang yudhoyono otak paruh,2,0
Pantesan ramenya kek silit. Form baru J. Ultah sindut. Ampun dah',pantas saja ramai kayak silit borang baru j ulang tahun si gendut ampun sudah,1,1
USER yeah i stalked hahhaa i mmg suka stalk org bodo nak tengok sejauh mana kebodohan dia',guna ya i stalked haha i memang suka stalk orang bodoh nak tengok jauh mana bodoh dia,1,0
"USER Agama/ideologi lama akan digantikan. Dan Agama2 masa depan tdk lagi lahir dari dalam goa berbatu, tapi dari lembah Silikon, berbasis tekno. Salah satu agama itu yg fokus di bab 10: tekno-humanisme (yang melanjutkan cita2 liberal dengan mengg",guna agama ideologi lama akan ganti dan agamaz masa depan tidak lagi lahir dari dalam gua batu tapi dari lembah silikon bas teknologi salah satu agama itu yang fokus di bab io teknohumanisme yang lanjut citaz liberal dengan mengg,0,1
PKS Khawatir jika Jokowi Mulai Tancap Gas Buat pemilihan presiden PKSkhawatir URL cuma bisa ngomong doang. mamam.,partai adil sejahtera khawatir jika jokowi mulai tancap gas buat pilih presiden partai adil sejahtera khawatir uniform resource locator cuma bisa bicara doang makan,2,1
RT USER USER Sedih aja punya Kapolri kok gitu amat sihhh Ketakutan banget dahhh dengan kedudukan USER,rt guna guna sedih saja punya kepala polisi republik indonesia kok begitu amat sih takut banget dahhh dengan duduk guna,1,0
Ibu Hamster akan memakan hidup-hidup bayinya yang cacat. #anehdidunia',ibu hamster akan makan hiduphidup bayi yang cacat aneh di dunia,0,1
"USER USER USER Awalnya udh tau sih tp gapeka. sampe gini\n""Gara gara shooky jdi burem warna warni gini videonya hahaha"" (ngmng sendiri cem org sarap) :v\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",guna guna guna awal sudah tau sih tetapi enggak peka sampai begini gara gara shooky jadi buram warna warni begini video haha bicara sendiri macam orang sarap v dan xfo xgf xgb xbz xfo xgf xgb xbz xfo xgf xgb xbz,1,1
"USER USER USER USER USER USER USER USER USER USER USER Duuhhh.. istilah kata pepatah tiada kenal mk tiada syang,pucuk dicinta ulam tiba,jk brjodoh. sbgm",guna guna guna guna guna guna guna guna guna guna guna duh istilah kata pepatah tiada kenal mk tiada sayang pucuk cinta ulam tiba jika jodoh bagaimana,0,1
"Baginda Rasulullah berkata, Dunia ini adalah perhiasan dan sebaik-baik perhiasan adalah wanita solehah.; ; - Hadist riwayat HR. Muslim.",baginda rasulullah kata dunia ini adalah hias dan sebaikbaik hias adalah wanita salihah hadis riwayat hari muslim,0,1
"DAFTAR AGAMA ASLI NUSANTARA (KEPERCAYAAN), sebelum Islam, Khatolik, Kristen Protestan, Buddha, Hindu, dan Kong Hu...",daftar agama asli nusantara percaya belum islam katolik kristen protestan buddha hindu dan kong hu,0,1
"USER Profil manusia yang terlahir dari sperma yang tertukar, jadilah kaum bani ONTA dan bani KAMPRET.'",guna profil manusia yang lahir dari sperma yang tukar jadi kaum bani onta dan bani kampret,2,1
USER Gue terus terang buat kasus bom gak percaya 100%. Tapi knp juga sekarg gak bisa 100% satu suara sama lu sperti dulu. Bnyak yg hilang. Ya mungkin lagi bulan puasa bulan yg baik untuk hijrah.',guna gue terus terang buat kasus bom tidak percaya ioo tapi kenapa juga sekarang tidak bisa ioo satu suara sama kamu seperti dulu banyak yang hilang ya mungkin lagi bulan puasa bulan yang baik untuk hijrah,0,1
USER bajingan presiden',guna bajing presiden,1,0
"Shame on you silvy !! Ga malu fitnah?? Tuh rasain pak ahok panas, skak mat #DebatFinalPilkadaJKT",kecewa on kamu silvy ih tidak malu fitnah itu rasa pak ahok panas sekak mat debat final pilih kepala daerah jakarta,1,1
"Bukan termasuk umatku orang yg tak menghormati orang tua,tidak menyayangi anak2 dan tidak memuliakan alim ulama.(HR Ahmad, Thabrani, Hakim)",bukan masuk umat orang yang tak hormat orang tua tidak sayang anakz dan tidak mulia alim ulama hari ahmad thabrani hakim,0,1
USER Salah pilih itu sial klau salah lagi itu lucu.; Sudah sial masih melucu.; #2019GantiPresiden #2019GantiPresiden USER ; #PrabowoforPresiden2019 #PrabowoForPresiden2019 ; #PrabowoforPresiden2019; Cukup jelas ; #2019GantiPresiden #2019GantiPre,guna salah pilih itu sial kalau salah lagi itu lucu sudah sial masih lucu zoiggantipresiden zoiggantipresiden guna prabowoforpresidenzoig prabowoforpresidenzoig prabowoforpresidenzoig cukup jelas zoiggantipresiden zoiggantipre,1,1
GEMPAR ! Moeldoko Ngamuk Besar Tantang Prabowo Hadapi Dirinya Bukan Presiden Jokowi â?? BeritaÂ Terbaru,gempar i moeldoko amuk besar tantang prabowo hadap diri bukan presiden jokowi berita baru,0,1
"Sorre gengss; Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018",sore guys warga badui telah selesai ingat tradisi seba di pendopo perintah kabupaten lebak akan lanjut kembali temu dengan gubernur banten wahidin halim hari ini sabtu zi a sebabaduyzoib,0,1
sekenario besar lagi di siapkan untuk melemahkan/membinasakan kpk.kalau tdk berhasil imbasny lengserkan jokowi ganti pemimpin pro korupsi,kelumit besar lagi di siap untuk lemah binasa kpkkalau tidak hasil imbas lengser jokowi ganti pimpin pro korupsi,1,1
"Perspektif syariat Islam\n\nUntuk memahami bagaimana hukum LGBT perspektif Islam , maka perhatikan penjelasan \xe2\x80\x93 penjelasan satu persatu dari LGBT ( Lesbi , Gay , Bisexual , dan Transgender )'",perspektif syariat islam dan untuk paham bagaimana hukum lgbt perspektif islam maka perhati jelas xez xbo xge jelas satu satu dari lgbt lesbi gay bisexual dan transgender,0,1
USER Awakarin makan buaya\nIya iya (?)',guna awkarin makan buaya iya iya,0,0
"USER USER USER wew penjilat penghina Habib, gimana loe mau minta syafaat bonggg cucu baginda Nabi loe hina-hina begini'",guna guna guna wow jilat hina habib bagaimana kamu mau minta syafaat bonggg cucu baginda nabi kamu hinahina begini,1,0
"RT USER yang kelima usir orang-orang budha dan kristen dari indonesia, yang terakhir bakar semua rumah rumah orang-orang kristen dan budha",rt guna yang lima usir orangorang buddha dan kristen dari indonesia yang akhir bakar semua rumah rumah orangorang kristen dan buddha,3,0
